0.0, 0.00, 0.00, 0.00, 0.00
0.0, 0.00, 0.00, 0.00, 0.00
0.0, 0.00, 0.00, 0.00, 0.00
0.0, 0.00, 0.00, 0.00, 0.00
0.0, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.1, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.2, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.3, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.4, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.5, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.6, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.7, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 1.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.8, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
0.9, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.0, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.1, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.2, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
1.3, 0.00, 0.00, 0.00, 0.00
