ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed
239,set001-2-17-2020-B4_239.txt,T1,B-4,B,4,01,0,0,0.6283,0,0,0,2218.4700000000003,0
252,set001-2-17-2020-B4_252.txt,T1,B-4,B,4,01,0.29439431513817427,40.38999999999987,12.565999999999997,0,40.38999999999987,0.02215882594980105,1822.7500000000005,0.3529775280899381
268,set001-2-17-2020-B4_268.txt,T1,B-4,B,4,01,0.2106012871780962,18370.000000000004,3803.728199999706,0,18370.000000000004,0.65045636400912,28241.71,1.1635185185166372
354,set001-2-17-2020-B4_354.txt,T1,B-4,B,4,01,0.18090250451809853,3984.6000000000004,701.8110999999989,0,3984.6000000000004,0.9472910936188724,4206.310000000001,0.3854601226991456
374,set001-2-17-2020-B4_374.txt,T1,B-4,B,4,01,0,0,0,0,0,0,2296.55,0
381,set001-2-17-2020-B4_381.txt,T1,B-4,B,4,01,0,0,0,0,0,0,2090.1500000000015,0
144,set002-2-18-2020-A2_144.txt,T1,A-2,A,2,02,0.2265746446039048,34202.22,6956.537600001042,104.95000000000073,19722.18,0.7918098835073235,43194.99,0.45861313868612985
100,set002-2-18-2020-A3_100.txt,T1,A-3,A,3,02,0.30931625294442905,711.4000000000002,23.24709999999999,78.75,628.2800000000001,0.32033068717551555,2220.83,0.4552898550724629
17,set002-2-18-2020-A3_17.txt,T1,A-3,A,3,02,0.28169490611655895,18567.34,5210.491900000185,0,18567.34,0.9987665590655759,18590.269999999997,0.38078787878754294
190,set002-2-18-2020-A3_190.txt,T1,A-3,A,3,02,0,0,0.6283,0,0,0,2081.83,0
228,set002-2-18-2020-A3_228.txt,T1,A-3,A,3,02,0.2309836055147343,15968.93,3664.873899999738,0,15968.93,0.8888184490331156,17966.47,0.41335526315802334
4,set002-2-18-2020-A3_4.txt,T1,A-3,A,3,02,0.1996060490037469,607.4299999999998,5.6547,0,599.1100000000001,0.2600800667936888,2335.55,0.29359813084113895
122,set002-2-18-2020-A4_122.txt,T1,A-4,A,4,02,0.32234982465493495,1302.7800000000025,11.309399999999998,0,730.25,0.6411855322541755,2031.8300000000017,0.3878395061730834
130,set002-2-18-2020-A4_130.txt,T1,A-4,A,4,02,0.4175433162693125,27391.98,11170.545700003111,0,27391.98,0.9684226528761558,28285.15,0.6159803921568651
19,set002-2-18-2020-B1_19.txt,T1,B-1,B,1,02,0.40282851531171787,35039.86000000001,13903.022400004453,0,35036.33,0.9877687022093804,35473.75,0.6159803921571483
32,set002-2-18-2020-B1_32.txt,T1,B-1,B,1,02,0.36667749779410924,2390.88,835.6389999999919,0,2376.0299999999997,0.4419183657626386,5410.23,0.6041346153846365
