gen1_ID,MID,collect_date,hatch_date,wing_date,death_date,pop,sex,S-wing,viable,notes,hatch_date,wing_date,,Dvpt.time,age on Oct. 4,wing_date
1229,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1230,114,8.25.21,,,,KL,,,N,,,,,,,
1232,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1236,114,8.25.21,9.1.21,,,KL,,,Y,,,,,,,
1237,114,8.25.21,,,,KL,,,,,,,,,,
1238,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1239,114,8.25.21,,,,KL,,,N,,,,,,,
1241,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1242,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1243,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1245,114,8.25.21,8.30.21,,9.11.21,KL,,,Y,,,,,,,
1246,114,8.25.21,,,,KL,,,,,,,,,,
1247,114,8.25.21,,,,KL,,,,,,,,,,
1248,114,8.25.21,,,,KL,,,,,,,,,,
1250,114,8.25.21,9.9.21,,9.11.21,KL,,,Y,,,,,,,
1251,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1252,114,8.25.21,8.30.21,,,KL,,,Y,,,,,,,
1253,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1254,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1258,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1260,16,8.27.21,8.30.21,,,KL,,,Y,,,,,,,
1261,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1263,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1264,16,8.27.21,8.30.21,,,KL,F,Y,Y,,,,,,,
1266,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1267,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1270,16,8.27.21,9.9.21,,9.21.21,KL,,,Y,,,,,,,
1271,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1275,16,8.27.21,9.2.21,,,KL,,,Y,,,,,,,
1276,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1277,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1278,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1279,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1280,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1282,16,8.27.21,8.31.21,,,KL,,,Y,,,,,,,
1284,16,8.27.21,8.31.21,,,KL,,,Y,,,,,,,
1292,16,8.27.21,8.30.21,,,KL,,,Y,,,,,,,
1295,16,8.27.21,8.29.21,,9.21.21,KL,,,Y,,,,,,,
1297,16,8.27.21,,,9.1.21,KL,,,Y,,,,,,,
1298,16,8.27.21,,,,KL,,,,,,,,,,
1299,16,8.27.21,9.1.21,,9.21.21,KL,,,Y,,,,,,,
1301,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1304,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1306,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1309,16,8.27.21,9.8.21,,9.8.21,KL,,,Y,,,,,,,
1310,16,8.27.21,9.9.21,,,KL,,,Y,,,,,,,
1311,16,8.27.21,9.9.21,,,KL,,,Y,,,,,,,
1313,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1315,16,8.27.21,9.1.21,,,KL,,,Y,,,,,,,
1316,16,8.27.21,9.2.21,,9.21.21,KL,,,Y,,,,,,,
1317,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1320,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1321,16,8.27.21,8.29.21,,,KL,F,Y,Y,,,,,,,
1323,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1324,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1325,16,8.27.21,9.9.21,,9.21.21,KL,,,Y,,,,,,,
1326,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1327,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1328,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1329,16,8.27.21,9.9.21,,,KL,,,Y,,,,,,,
1330,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1331,16,8.27.21,8.29.21,,9.11.21,KL,,,Y,,,,,,,
1333,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1334,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1336,16,8.27.21,9.9.21,,9.21.21,KL,,,Y,,,,,,,
1337,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1340,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1341,118,8.19.21,,,,KL,,,,,,,,,,
1343,118,8.19.21,9.2.21,,9.11.21,KL,,,Y,,,,,,,
1345,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1347,118,8.19.21,9.9.21,,9.24.21,KL,,,Y,,,,,,,
1348,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1349,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1350,118,8.19.21,9.9.21,,9.24.21,KL,,,Y,,,,,,,
1351,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1355,118,8.19.21,,,,KL,,,N,,,,,,,
1357,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1358,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1361,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1363,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1364,118,8.19.21,9.9.21,,,KL,,,Y,,,,,,,
1365,118,8.19.21,9.9.21,,,KL,,,Y,,,,,,,
1366,118,8.19.21,9.9.21,,,KL,,,Y,,,,,,,
1367,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1369,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1371,118,8.19.21,,,,KL,,,N,,,,,,,
1372,118,8.19.21,9.9.21,,9.11.21,KL,,,Y,,,,,,,
1374,118,8.19.21,,,,KL,,,N,,,,,,,
1375,118,8.19.21,,,,KL,,,Y,,,,,,,
1376,118,8.19.21,9.9.21,,,KL,,,Y,,,,,,,
1377,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1379,119,8.27.21,,,,KL,,,N,,,,,,,
1380,119,8.27.21,8.30.21,,DEAD,KL,,,Y,,,,,,,
1381,119,8.27.21,9.9.21,,DEAD,KL,,,Y,,,,,,,
1383,119,8.27.21,9.9.21,,,KL,,,Y,,,,,,,
1384,119,8.27.21,9.9.21,,,KL,,,Y,,,,,,,
1387,119,8.27.21,9.9.21,,,KL,,,Y,,,,,,,
1388,119,8.27.21,9.8.21,,9.9.21,KL,,,Y,,,,,,,
1389,119,8.27.21,,,,KL,,,,,,,,,,
1391,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1392,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1393,329,8.27.21,,,,PK,,,N,,,,,,,
1394,329,8.27.21,9.2.21,,9.11.21,PK,,,Y,,,,,,,
1396,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1399,329,8.27.21,,,9.2.21,PK,,,Y,,,,,,,
1400,329,8.27.21,8.31.21,,,PK,M,N,Y,,,,,,,
1402,329,8.27.21,,,,PK,,,N,,,,,,,
1406,329,8.27.21,9.9.21,,9.11.21,PK,,,Y,,,,,,,
1407,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1408,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1409,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1410,329,8.27.21,8.30.21,,9.21.21,PK,,,Y,,,,,,,
1413,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1414,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1415,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1417,329,8.27.21,9.2.21,,9.24.21,PK,,,Y,,,,,,,
1418,329,8.27.21,,,,PK,,,N,,,,,,,
1420,329,8.27.21,,,,PK,,,N,,,,,,,
1421,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1422,329,8.27.21,,,,PK,,,N,,,,,,,
1423,329,8.27.21,9.1.21,,9.11.21,PK,,,Y,,,,,,,
1425,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1427,329,8.27.21,,,,PK,,,N,,,,,,,
1430,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1431,329,8.27.21,,,,PK,,,N,,,,,,,
1432,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1434,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1435,329,8.27.21,9.2.21,,,PK,,,Y,,,,,,,
1436,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1438,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1439,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1440,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1441,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1442,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1443,329,8.27.21,9.9.21,,9.21.21,PK,,,Y,,,,,,,
1444,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1445,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1446,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1447,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1448,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1449,329,8.27.21,9.9.21,,,PK,,,Y,escaped,,,,,,
1450,329,8.27.21,,,,PK,,,N,,,,,,,
1452,329,8.27.21,9.2.21,,9.11.21,PK,,,Y,,,,,,,
1453,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1454,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1455,329,8.27.21,9.10.21,,9.11.21,PK,,,Y,,,,,,,
1456,329,8.27.21,,,,PK,,,N,,,,,,,
1457,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1458,329,8.27.21,9.9.21,,9.24.21,PK,,,Y,,,,,,,
1459,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1460,329,8.27.21,,,,PK,,,N,,,,,,,
1461,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1462,329,8.27.21,,,,PK,,,N,,,,,,,
1463,329,8.27.21,,,,PK,,,N,,,,,,,
1464,329,8.27.21,9.9.21,,9.25.21,PK,,,Y,,,,,,,
1465,329,8.27.21,,,,PK,,,N,,,,,,,
1466,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1467,329,8.27.21,,,,PK,,,N,,,,,,,
1469,329,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1470,329,8.27.21,,,,PK,,,N,,,,,,,
1471,329,8.27.21,,,,PK,,,N,,,,,,,
1472,329,8.27.21,,,,PK,,,N,,,,,,,
1473,329,8.27.21,,,,PK,,,N,,,,,,,
1474,329,8.27.21,,,,PK,,,N,,,,,,,
1475,329,8.27.21,,,,PK,,,N,,,,,,,
1476,329,8.27.21,,,,PK,,,N,,,,,,,
1477,329,8.27.21,,,,PK,,,N,,,,,,,
1479,329,8.27.21,,,9.9.21,PK,,,,molded egg,,,,,,
1480,329,8.27.21,,,9.9.21,PK,,,,molded egg,,,,,,
1481,329,8.27.21,,,,PK,,,N,,,,,,,
1482,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1483,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1484,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1485,329,8.27.21,,,,PK,,,N,,,,,,,
1486,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1487,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1488,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1489,329,8.27.21,9.9.21,,,PK,,,,,,,,,,
1490,329,8.27.21,9.9.21,,,PK,,,,,,,,,,
1491,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1492,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1493,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1494,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1495,9,8.27.21,9.9.21,,,PK,,,Y,,,,,,,
1496,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1497,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1498,9,8.27.21,,,,PK,,,N,,,,,,,
1499,9,8.27.21,9.8.21,,9.9.21,PK,,,Y,,,,,,,
1500,9,8.27.21,,,,PK,,,N,,,,,,,
1501,9,8.27.21,,,,PK,,,N,,,,,,,
1502,9,8.27.21,,,,PK,,,N,,,,,,,
1503,9,8.27.21,,,,PK,,,N,,,,,,,
1504,9,8.27.21,,,,PK,,,N,,,,,,,
1505,9,8.27.21,,,,PK,,,N,,,,,,,
1506,9,8.27.21,,,,PK,,,N,,,,,,,
1507,9,8.27.21,,,,PK,,,N,,,,,,,
1508,9,8.27.21,,,,PK,,,N,,,,,,,
1509,9,8.27.21,,,,PK,,,N,,,,,,,
1510,9,8.27.21,,,,PK,,,N,,,,,,,
1511,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1512,329,8.31.21,,,9.9.21,PK,,,Y,,,,,,,
1513,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1514,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1515,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1516,329,8.31.21,9.9.21,,DEAD,PK,,,Y,escaped,,,,,,
1518,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1519,329,8.31.21,,,9.21.21,PK,,,Y,,,,,,,
1520,329,8.31.21,9.10.21,,,PK,,,Y,,,,,,,
1521,329,8.31.21,9.9.21,,9.29.21,PK,,,Y,,,,,,,
1522,329,8.31.21,9.10.21,,,PK,,,Y,,,,,,,
1523,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1524,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1525,329,8.31.21,,,,PK,,,N,,,,,,,
1526,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1527,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1528,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1529,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1530,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1531,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1532,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1533,329,8.31.21,,,,PK,,,,escaped,,,,,,
1534,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1535,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1536,329,8.31.21,9.9.21,,,PK,,,Y,,,,,,,
1537,329,8.31.21,9.10.21,,,PK,,,Y,,,,,,,
1538,329,8.31.21,9.10.21,,,PK,,,Y,,,,,,,
1539,329,8.31.21,,,,PK,,,,escaped,,,,,,
1540,329,8.31.21,,,,PK,,,,escaped,,,,,,
1541,114,9.8.21,9.8.21,,9.21.21,KL,,,Y,,,,,,,
1542,114,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1543,114,9.8.21,9.8.21,,9.21.21,KL,,,Y,,,,,,,
1544,114,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1545,114,9.8.21,9.8.21,,9.23.21,KL,,,Y,,,,,,,
1547,329,9.8.21,9.8.21,,,PK,,,Y,,,,,,,
1549,329,9.8.21,9.8.21,,,PK,,,Y,,,,,,,
1550,329,9.8.21,9.8.21,,DEAD,PK,,,Y,,,,,,,
1551,329,9.8.21,9.8.21,,,PK,,,Y,,,,,,,
1553,329,9.8.21,9.8.21,,,PK,,,Y,,,,,,,
1554,329,9.8.21,9.8.21,,,PK,,,Y,,,,,,,
1555,329,9.8.21,9.8.21,,,PK,,,Y,,,,,,,
1556,329,9.8.21,9.8.21,,9.22.21,PK,,,Y,,,,,,,
1557,16,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1558,16,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1559,16,9.8.21,9.8.21,,9.11.21,KL,,,Y,,,,,,,
1561,16,9.8.21,9.8.21,,9.21.21,KL,,,Y,,,,,,,
1562,16,9.8.21,9.8.21,,9.22.21,KL,,,Y,,,,,,,
1563,16,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1564,16,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1565,16,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1566,16,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1567,16,9.8.21,9.8.21,,9.11.21,KL,,,Y,,,,,,,
1568,16,9.8.21,9.8.21,,,KL,,,Y,,,,,,,
1569,16,9.8.21,9.8.21,,9.21.21,KL,,,Y,,,,,,,
1570,114,9.10.21,9.10.21,,,KL,,,Y,,,,,,,
1571,114,9.10.21,9.10.21,,9.21.21,KL,,,Y,,,,,,,
1572,114,9.10.21,,,,KL,,,N,,,,,,,
1573,114,9.10.21,,,,KL,,,N,,,,,,,
1574,114,9.10.21,,,,KL,,,N,,,,,,,
1575,114,9.10.21,,,,KL,,,N,,,,,,,
1576,114,9.10.21,,,,KL,,,N,,,,,,,
1577,114,9.10.21,,,,KL,,,N,,,,,,,
1578,114,9.10.21,,,,KL,,,N,,,,,,,
1579,114,9.10.21,,,,KL,,,N,,,,,,,
1580,114,9.10.21,,,,KL,,,N,,,,,,,
1581,114,9.10.21,,,,KL,,,N,,,,,,,
1582,114,9.10.21,,,,KL,,,N,,,,,,,
1583,114,9.10.21,,,,KL,,,N,,,,,,,
1584,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1585,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1586,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1587,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1588,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1589,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1590,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1591,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1592,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1593,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1594,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1595,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1596,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1597,329,9.10.21,9.10.21,,9.22.21,PK,,,Y,,,,,,,
1598,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1599,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1600,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1601,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1602,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1603,329,9.10.21,9.10.21,,,PK,,,Y,,,,,,,
1604,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1605,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1606,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1607,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1608,329,9.10.21,9.15.21,,9.21.21,PK,,,Y,,,,,,,
1609,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1610,329,9.10.21,,,,PK,,,N,,,,,,,
1611,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1612,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1613,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1614,329,9.10.21,,,9.15.21,PK,,,Y,,,,,,,
1615,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1616,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1617,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1618,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1619,329,9.10.21,,,9.15.21,PK,,,,,,,,,,
1620,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1621,329,9.10.21,,,,PK,,,N,,,,,,,
1622,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1623,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1624,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1625,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1626,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1627,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1628,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1629,329,9.10.21,9.15.21,,,PK,,,Y,escaped,,,,,,
1630,329,9.10.21,,,,PK,,,N,,,,,,,
1631,329,9.10.21,,,,PK,,,N,,,,,,,
1632,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1633,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1634,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1635,329,9.10.21,,,,PK,,,,escaped,,,,,,
1636,329,9.10.21,,,,PK,,,,escaped,,,,,,
1637,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1638,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1639,329,9.10.21,,,9.21.21,PK,,,,,,,,,,
1640,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1641,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1642,329,9.10.21,,,9.21.21,PK,,,,,,,,,,
1643,329,9.10.21,9.15.21,,,PK,,,Y,escaped,,,,,,
1644,329,9.10.21,,,,PK,,,,,,,,,,
1645,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1646,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1647,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1648,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1649,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1650,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1651,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1652,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1653,329,9.10.21,,,9.21.21,PK,,,Y,,,,,,,
1654,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1655,329,9.10.21,,,,PK,,,,,,,,,,
1656,329,9.10.21,,,,PK,,,,,,,,,,
1657,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1658,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1659,329,9.10.21,,,9.21.21,PK,,,Y,,,,,,,
1660,329,9.10.21,9.21.21,,,PK,,,Y,,,,,,,
1661,329,9.10.21,9.15.21,,9.23.21,PK,,,Y,,,,,,,
1662,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1663,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1664,329,9.10.21,9.16.21,,,PK,,,,,,,,,,
1665,329,9.10.21,9.15.21,,,PK,,,,,,,,,,
1666,329,9.10.21,,,9.21.21,PK,,,Y,,,,,,,
1667,329,9.10.21,9.16.21,,,PK,,,,,,,,,,
1668,329,9.10.21,9.15.21,,,PK,,,,,,,,,,
1669,329,9.10.21,,,9.21.21,PK,,,Y,,,,,,,
1670,329,9.10.21,9.15.21,,,PK,,,,,,,,,,
1671,16,9.10.21,,,,KL,,,,,,,,,,
1672,16,9.10.21,,,,KL,,,,,,,,,,
1673,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1674,329,9.10.21,9.12.21,,9.23.21,PK,,,Y,,,,,,,
1675,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1676,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1677,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1678,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1679,329,9.10.21,9.12.21,,9.24.21,PK,,,Y,,,,,,,
1680,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1681,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1682,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1683,329,9.10.21,9.12.21,,,PK,,,Y,,,,,,,
1684,16,9.10.21,9.12.21,,,KL,,,Y,,,,,,,
1685,16,9.10.21,9.12.21,,,KL,,,Y,,,,,,,
1686,16,9.10.21,9.12.21,,,KL,,,Y,,,,,,,
1687,16,9.10.21,9.12.21,,,KL,,,Y,,,,,,,
1688,16,9.10.21,9.12.21,,,KL,,,Y,,,,,,,
1689,16,9.10.21,9.12.21,,,KL,,,Y,,,,,,,
1690,329,9.10.21,,,,PK,,,N,,,,,,,
1691,329,9.10.21,,,,PK,,,N,,,,,,,
1692,329,9.10.21,,,,PK,,,N,,,,,,,
1693,329,9.10.21,,,,PK,,,N,,,,,,,
1694,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1695,329,9.10.21,9.15.21,,,PK,,,Y,escaped,,,,,,
1696,329,9.10.21,,,9.21.21,PK,,,Y,,,,,,,
1697,329,9.10.21,,,9.21.21,PK,,,Y,,,,,,,
1698,329,9.10.21,9.16.21,,,PK,,,Y,,,,,,,
1699,329,9.10.21,,,,PK,,,N,,,,,,,
1700,329,9.10.21,,,9.21.21,PK,,,Y,,,,,,,
1701,329,9.10.21,9.16.21,,,PK,,,Y,,,,,,,
1702,329,9.10.21,,,,PK,,,N,,,,,,,
1703,329,9.10.21,,,,PK,,,N,,,,,,,
1704,329,9.10.21,,,,PK,,,N,,,,,,,
1705,329,9.10.21,,,,PK,,,N,,,,,,,
1706,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1707,329,9.10.21,,,,PK,,,N,,,,,,,
1708,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1709,329,9.10.21,9.16.21,,,PK,,,Y,,,,,,,
1710,329,9.10.21,9.21.21,,,PK,,,Y,,,,,,,
1711,329,9.10.21,9.21.21,,,PK,,,Y,,,,,,,
1712,329,9.10.21,9.21.21,,,PK,,,Y,,,,,,,
1713,329,9.10.21,9.21.21,,,PK,,,Y,,,,,,,
1714,329,9.10.21,9.21.21,,,PK,,,Y,,,,,,,
1715,329,9.10.21,9.21.21,,,PK,,,Y,,,,,,,
1716,329,9.10.21,9.15.21,,,PK,,,Y,,,,,,,
1717,329,9.10.21,,,,PK,,,N,,,,,,,
1718,329,9.10.21,,,9.15.21,PK,,,,,,,,,,
1719,329,9.10.21,,,,PK,,,N,,,,,,,
1720,329,9.10.21,,,,PK,,,N,,,,,,,
1721,329,9.10.21,,,,PK,,,N,,,,,,,
1722,329,9.10.21,,,,PK,,,N,,,,,,,
1723,329,9.10.21,,,,PK,,,N,,,,,,,
1724,318,9.22.21,?,,,PK,,,,,,,,,,
